Genome ID	GTDB classification	Majority vote NCBI classification
bin2	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus thermohydrogenotrophicum	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Candidatus Methanoculleus thermohydrogenotrophicum
